,Gender,Age,Debt,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Income,Approved,Married_u,Married_y,BankCustomer_gg,BankCustomer_p,Citizen_p,Citizen_s
75,1.0,34.08,6.5,0.35185185185185186,0.4221105527638191,0.125,1,0,0,1,0,0,1,0,0,0,0,0
76,0.0,19.17,0.585,0.35185185185185186,0.4221105527638191,0.585,1,0,0,1,0,0,0,1,0,1,0,0
77,1.0,21.67,1.165,0.27450980392156865,0.4221105527638191,2.5,1,1,1,0,20,0,0,1,0,1,0,0
78,1.0,21.5,9.75,0.45255474452554745,0.4221105527638191,0.25,1,0,0,0,0,0,1,0,0,0,0,0
79,1.0,49.58,19.0,0.1320754716981132,0.14035087719298245,0.0,1,1,1,0,0,0,1,0,0,0,0,0
80,0.0,27.67,1.5,0.42105263157894735,0.4221105527638191,2.0,1,0,0,0,0,0,1,0,0,0,0,1
81,1.0,39.83,0.5,0.42105263157894735,0.4221105527638191,0.25,1,0,0,0,0,0,1,0,0,0,0,1
82,0.0,,3.5,0.23333333333333334,0.4221105527638191,3.0,1,0,0,1,0,0,1,0,0,0,0,0
83,1.0,27.25,0.625,0.35185185185185186,0.4221105527638191,0.455,1,0,0,1,0,0,1,0,0,0,0,0
84,1.0,37.17,4.0,0.45255474452554745,0.423728813559322,5.0,1,0,0,1,0,0,1,0,0,0,0,1
85,1.0,,0.375,0.23333333333333334,0.4221105527638191,0.875,1,0,0,1,0,0,1,0,0,0,0,1
86,1.0,25.67,2.21,0.35185185185185186,0.4221105527638191,4.0,1,0,0,0,0,0,0,1,0,1,0,0
87,1.0,34.0,4.5,0.35185185185185186,0.4221105527638191,1.0,1,0,0,1,0,0,1,0,0,0,0,0
88,0.0,49.0,1.5,0.3,0.375,0.0,1,0,0,1,27,0,1,0,0,0,0,0
89,1.0,62.5,12.75,0.45255474452554745,0.6304347826086957,5.0,1,0,0,0,0,0,0,1,0,1,0,0
90,1.0,31.42,15.5,0.45255474452554745,0.4221105527638191,0.5,1,0,0,0,0,0,1,0,0,0,0,0
91,1.0,,5.0,0.35185185185185186,0.4221105527638191,8.5,1,0,0,0,0,0,0,1,0,1,0,0
92,1.0,52.33,1.375,0.45255474452554745,0.6304347826086957,9.46,1,0,0,1,100,0,0,1,0,1,0,0
93,1.0,28.75,1.5,0.45255474452554745,0.4221105527638191,1.5,1,0,0,1,225,0,0,1,0,1,0,0
94,0.0,28.58,3.54,0.23728813559322035,0.423728813559322,0.5,1,0,0,1,0,0,1,0,0,0,0,0
95,1.0,23.0,0.625,0.35185185185185186,0.4221105527638191,0.125,1,0,0,0,1,0,0,1,0,1,0,0
96,1.0,,0.5,0.45255474452554745,0.423728813559322,0.835,1,0,0,1,0,0,1,0,0,0,0,1
97,0.0,22.5,11.0,0.6538461538461539,0.4221105527638191,3.0,1,0,0,1,0,0,0,1,0,1,0,0
98,0.0,28.5,1.0,0.6538461538461539,0.4221105527638191,1.0,1,1,2,1,500,0,1,0,0,0,0,0
99,1.0,37.5,1.75,0.45255474452554745,0.423728813559322,0.25,1,0,0,1,400,0,0,1,0,1,0,0
100,1.0,35.25,16.5,0.45255474452554745,0.4221105527638191,4.0,1,0,0,0,0,0,0,1,0,1,0,0
101,1.0,18.67,5.0,0.6538461538461539,0.4221105527638191,0.375,1,1,2,0,38,0,1,0,0,0,0,0
102,1.0,25.0,12.0,0.27450980392156865,0.4221105527638191,2.25,1,1,2,1,5,0,1,0,0,0,0,0
103,1.0,27.83,4.0,0.23728813559322035,0.6304347826086957,5.75,1,1,2,1,0,0,0,1,0,1,0,0
104,1.0,54.83,15.5,0.56,0.75,0.0,1,1,20,0,130,0,1,0,0,0,0,0
105,1.0,28.75,1.165,0.27450980392156865,0.4221105527638191,0.5,1,0,0,0,0,0,1,0,0,0,0,1
106,0.0,25.0,11.0,0.35185185185185186,0.4221105527638191,4.5,1,0,0,0,0,0,0,1,0,1,0,0
107,1.0,40.92,2.25,0.8421052631578947,0.6304347826086957,10.0,1,0,0,1,0,0,0,1,0,1,0,0
108,0.0,19.75,0.75,0.45255474452554745,0.4221105527638191,0.795,1,1,5,1,5,0,1,0,0,0,0,0
109,1.0,29.17,3.5,0.5079365079365079,0.4221105527638191,3.5,1,1,3,1,0,0,1,0,0,0,0,0
110,0.0,24.5,1.04,0.1320754716981132,0.14035087719298245,0.5,1,1,3,0,147,0,0,1,0,1,0,0
111,1.0,24.58,12.5,0.5079365079365079,0.4221105527638191,0.875,1,0,0,1,0,0,1,0,0,0,0,0
112,0.0,33.75,0.75,0.27450980392156865,0.423728813559322,1.0,1,1,3,1,0,0,1,0,0,0,0,0
113,1.0,20.67,1.25,0.45255474452554745,0.6304347826086957,1.375,1,1,3,1,210,0,0,1,0,1,0,0
114,0.0,25.42,1.125,0.6538461538461539,0.4221105527638191,1.29,1,1,2,0,0,0,1,0,0,0,0,0
115,1.0,37.75,7.0,0.6538461538461539,0.6304347826086957,11.5,1,1,7,1,5,0,1,0,0,0,0,0
116,1.0,52.5,6.5,0.27450980392156865,0.4221105527638191,6.29,1,1,15,0,11202,1,1,0,0,0,0,0
117,1.0,57.83,7.04,0.42105263157894735,0.4221105527638191,14.0,1,1,6,1,1332,1,1,0,0,0,0,0
118,0.0,20.75,10.335,0.7073170731707317,0.6304347826086957,0.335,1,1,1,1,50,1,1,0,0,0,0,0
119,1.0,39.92,6.21,0.6538461538461539,0.4221105527638191,0.04,1,1,1,0,300,1,1,0,0,0,0,0
120,1.0,25.67,12.5,0.7073170731707317,0.4221105527638191,1.21,1,1,67,1,258,1,1,0,0,0,0,0
121,0.0,24.75,12.5,0.35185185185185186,0.4221105527638191,1.5,1,1,12,1,567,1,1,0,0,0,0,0
122,0.0,44.17,6.665,0.6538461538461539,0.4221105527638191,7.375,1,1,3,1,0,1,1,0,0,0,0,0
123,0.0,23.5,9.0,0.6538461538461539,0.4221105527638191,8.5,1,1,5,1,0,1,1,0,0,0,0,0
124,1.0,34.92,5.0,0.8421052631578947,0.6304347826086957,7.5,1,1,6,1,1000,1,1,0,0,0,0,0
125,1.0,47.67,2.5,0.42105263157894735,0.423728813559322,2.5,1,1,12,1,2510,1,1,0,0,0,0,0
126,1.0,22.75,11.0,0.6538461538461539,0.4221105527638191,2.5,1,1,7,1,809,1,1,0,0,0,0,0
127,1.0,34.42,4.25,0.23728813559322035,0.423728813559322,3.25,1,1,2,0,610,1,1,0,0,0,0,0
128,0.0,28.42,3.5,0.5079365079365079,0.4221105527638191,0.835,1,0,0,0,0,1,1,0,0,0,0,1
129,1.0,67.75,5.5,0.56,0.75,13.0,1,1,1,1,0,1,1,0,0,0,0,0
130,1.0,20.42,1.835,0.45255474452554745,0.4221105527638191,2.25,1,1,1,0,150,1,1,0,0,0,0,0
131,0.0,47.42,8.0,0.56,0.423728813559322,6.5,1,1,6,0,51100,1,1,0,0,0,0,0
132,1.0,36.25,5.0,0.45255474452554745,0.423728813559322,2.5,1,1,6,0,367,1,1,0,0,0,0,0
133,1.0,32.67,5.5,0.6538461538461539,0.6304347826086957,5.5,1,1,12,1,1000,1,1,0,0,0,0,0
134,1.0,48.58,6.5,0.6538461538461539,0.6304347826086957,6.0,1,0,0,1,0,1,1,0,0,0,0,0
135,1.0,39.92,0.54,0.35185185185185186,0.4221105527638191,0.5,1,1,3,0,1000,1,0,1,0,1,0,0
136,1.0,33.58,2.75,0.42105263157894735,0.4221105527638191,4.25,1,1,6,0,0,1,1,0,0,0,0,0
137,0.0,18.83,9.5,0.5079365079365079,0.4221105527638191,1.625,1,1,6,1,600,1,1,0,0,0,0,0
138,0.0,26.92,13.5,0.6538461538461539,0.6304347826086957,5.0,1,1,2,0,5000,1,1,0,0,0,0,0
139,0.0,31.25,3.75,0.7073170731707317,0.6304347826086957,0.625,1,1,9,1,0,1,1,0,0,0,0,0
140,0.0,56.5,16.0,0.3,0.14035087719298245,0.0,1,1,15,0,247,1,1,0,0,0,0,0
141,1.0,43.0,0.29,0.7073170731707317,0.6304347826086957,1.75,1,1,8,0,375,1,0,1,0,1,0,0
142,1.0,22.33,11.0,0.5079365079365079,0.4221105527638191,2.0,1,1,1,0,278,1,1,0,0,0,0,0
143,1.0,27.25,1.665,0.7073170731707317,0.6304347826086957,5.085,1,1,9,0,827,1,1,0,0,0,0,0
144,1.0,32.83,2.5,0.7073170731707317,0.6304347826086957,2.75,1,1,6,0,2072,1,1,0,0,0,0,0
145,1.0,23.25,1.5,0.6538461538461539,0.4221105527638191,2.375,1,1,3,1,582,1,1,0,0,0,0,0
146,0.0,40.33,7.54,0.6538461538461539,0.6304347826086957,8.0,1,1,14,0,2300,1,0,1,0,1,0,0
147,0.0,30.5,6.5,0.45255474452554745,0.423728813559322,4.0,1,1,7,1,3065,1,1,0,0,0,0,0
148,0.0,52.83,15.0,0.45255474452554745,0.4221105527638191,5.5,1,1,14,0,2200,1,1,0,0,0,0,0
149,0.0,46.67,0.46,0.7073170731707317,0.6304347826086957,0.415,1,1,11,1,6,1,1,0,0,0,0,0
150,0.0,58.33,10.0,0.6538461538461539,0.4221105527638191,4.0,1,1,14,0,1602,1,1,0,0,0,0,0
151,1.0,37.33,6.5,0.42105263157894735,0.6304347826086957,4.25,1,1,12,1,0,1,1,0,0,0,0,0
152,1.0,23.08,2.5,0.45255474452554745,0.4221105527638191,1.085,1,1,11,1,2184,1,1,0,0,0,0,0
153,1.0,32.75,1.5,0.7073170731707317,0.6304347826086957,5.5,1,1,3,1,0,1,1,0,0,0,0,0
154,0.0,21.67,11.5,0.3,0.375,0.0,1,1,11,1,0,1,0,1,0,1,0,0
155,0.0,28.5,3.04,0.8421052631578947,0.6304347826086957,2.54,1,1,1,0,0,1,0,1,0,1,0,0
156,0.0,68.67,15.0,0.56,0.75,0.0,1,1,14,0,3376,1,1,0,0,0,0,0
157,1.0,28.0,2.0,0.27450980392156865,0.6304347826086957,4.165,1,1,2,1,0,1,1,0,0,0,0,0
158,1.0,34.08,0.08,0.42105263157894735,0.423728813559322,0.04,1,1,1,1,2000,1,0,1,0,1,0,0
159,1.0,27.67,2.0,0.8421052631578947,0.6304347826086957,1.0,1,1,4,0,7544,1,1,0,0,0,0,0
160,1.0,44.0,2.0,0.42105263157894735,0.4221105527638191,1.75,1,1,2,1,15,1,1,0,0,0,0,0
161,1.0,25.08,1.71,0.8421052631578947,0.4221105527638191,1.665,1,1,1,1,20,1,1,0,0,0,0,0
162,1.0,32.0,1.75,0.56,0.6304347826086957,0.04,1,0,0,1,0,1,0,1,0,1,0,0
163,0.0,60.58,16.5,0.6538461538461539,0.4221105527638191,11.0,1,0,0,1,10561,1,1,0,0,0,0,0
164,0.0,40.83,10.0,0.6538461538461539,0.6304347826086957,1.75,1,0,0,0,837,1,1,0,0,0,0,0
165,1.0,19.33,9.5,0.6538461538461539,0.4221105527638191,1.0,1,0,0,1,400,1,1,0,0,0,0,0
166,0.0,32.33,0.54,0.7073170731707317,0.4221105527638191,0.04,1,0,0,0,11177,1,1,0,0,0,0,0
167,1.0,36.67,3.25,0.6538461538461539,0.6304347826086957,9.0,1,0,0,1,639,1,1,0,0,0,0,0
168,1.0,37.5,1.125,0.23333333333333334,0.4221105527638191,1.5,0,0,0,1,0,1,0,1,0,1,0,0
169,0.0,25.08,2.54,0.35185185185185186,0.4221105527638191,0.25,1,0,0,1,0,1,0,1,0,1,0,0
170,1.0,41.33,0.0,0.45255474452554745,0.423728813559322,15.0,1,0,0,0,0,1,1,0,0,0,0,0
171,1.0,56.0,12.5,0.27450980392156865,0.6304347826086957,8.0,1,0,0,1,2028,1,1,0,0,0,0,0
172,0.0,49.83,13.585,0.27450980392156865,0.6304347826086957,8.5,1,0,0,1,0,1,1,0,0,0,0,0
173,1.0,22.67,10.5,0.6538461538461539,0.6304347826086957,1.335,1,0,0,0,0,1,1,0,0,0,0,0
174,1.0,27.0,1.5,0.5079365079365079,0.4221105527638191,0.375,1,0,0,1,1065,1,0,1,0,1,0,0
175,1.0,25.0,12.5,0.35185185185185186,0.4221105527638191,3.0,1,0,0,1,0,1,1,0,0,0,0,1
176,0.0,26.08,8.665,0.35185185185185186,0.4221105527638191,1.415,1,0,0,0,150,1,1,0,0,0,0,0
177,0.0,18.42,9.25,0.6538461538461539,0.4221105527638191,1.21,1,1,4,0,540,1,1,0,0,0,0,0
178,1.0,20.17,8.17,0.35185185185185186,0.4221105527638191,1.96,1,1,14,0,158,1,1,0,0,0,0,0
179,1.0,47.67,0.29,0.45255474452554745,0.423728813559322,15.0,1,1,20,0,15000,1,1,0,0,0,0,0
180,0.0,21.25,2.335,0.23728813559322035,0.423728813559322,0.5,1,1,4,0,0,1,1,0,0,0,0,1
181,0.0,20.67,3.0,0.6538461538461539,0.4221105527638191,0.165,1,1,3,0,6,1,1,0,0,0,0,0
182,0.0,57.08,19.5,0.45255474452554745,0.4221105527638191,5.5,1,1,7,0,3000,1,1,0,0,0,0,0
183,0.0,22.42,5.665,0.6538461538461539,0.4221105527638191,2.585,1,1,7,0,3257,1,1,0,0,0,0,0
184,1.0,48.75,8.5,0.45255474452554745,0.6304347826086957,12.5,1,1,9,0,1655,1,1,0,0,0,0,0
185,1.0,40.0,6.5,0.35185185185185186,0.423728813559322,3.5,1,1,1,0,500,1,1,0,0,0,0,0
186,1.0,40.58,5.0,0.45255474452554745,0.4221105527638191,5.0,1,1,7,0,3065,1,1,0,0,0,0,0
187,0.0,28.67,1.04,0.45255474452554745,0.4221105527638191,2.5,1,1,5,1,1430,1,1,0,0,0,0,0
188,0.0,33.08,4.625,0.6538461538461539,0.6304347826086957,1.625,1,1,2,0,0,1,1,0,0,0,0,0
189,1.0,21.33,10.5,0.45255474452554745,0.4221105527638191,3.0,1,0,0,1,0,1,1,0,0,0,0,0
190,1.0,42.0,0.205,0.23728813559322035,0.6304347826086957,5.125,1,0,0,0,0,1,1,0,0,0,0,0
191,1.0,41.75,0.96,0.8421052631578947,0.4221105527638191,2.5,1,0,0,0,600,1,1,0,0,0,0,0
192,1.0,22.67,1.585,0.5079365079365079,0.4221105527638191,3.085,1,1,6,0,0,1,0,1,0,1,0,0
193,1.0,34.5,4.04,0.23728813559322035,0.423728813559322,8.5,1,1,7,1,0,1,0,1,0,1,0,0
194,1.0,28.25,5.04,0.45255474452554745,0.423728813559322,1.5,1,1,8,1,7,1,0,1,0,1,0,0
195,1.0,33.17,3.165,0.8421052631578947,0.4221105527638191,3.165,1,1,3,1,0,1,0,1,0,1,0,0
196,1.0,48.17,7.625,0.5079365079365079,0.6304347826086957,15.5,1,1,12,0,790,1,1,0,0,0,0,0
197,1.0,27.58,2.04,0.35185185185185186,0.4221105527638191,2.0,1,1,3,1,560,1,0,1,0,1,0,0
198,1.0,22.58,10.04,0.8421052631578947,0.4221105527638191,0.04,1,1,9,0,396,1,1,0,0,0,0,0
199,0.0,24.08,0.5,0.6538461538461539,0.6304347826086957,1.25,1,1,1,0,678,1,1,0,0,0,0,0
200,0.0,41.33,1.0,0.23728813559322035,0.423728813559322,2.25,1,0,0,1,300,1,1,0,0,0,0,0
201,1.0,24.83,2.75,0.45255474452554745,0.4221105527638191,2.25,1,1,6,0,600,1,1,0,0,0,0,0
202,0.0,20.75,10.25,0.6538461538461539,0.4221105527638191,0.71,1,1,2,1,0,1,1,0,0,0,0,0
203,1.0,36.33,2.125,0.5079365079365079,0.4221105527638191,0.085,1,1,1,0,1187,1,0,1,0,1,0,0
204,0.0,35.42,12.0,0.6538461538461539,0.6304347826086957,14.0,1,1,8,0,6590,1,1,0,0,0,0,0
205,0.0,71.58,0.0,,,0.0,0,0,0,0,0,1,0,0,0,0,1,0
206,1.0,28.67,9.335,0.6538461538461539,0.6304347826086957,5.665,1,1,6,0,168,1,1,0,0,0,0,0
207,1.0,35.17,2.5,0.27450980392156865,0.4221105527638191,4.5,1,1,7,0,1270,1,1,0,0,0,0,0
208,1.0,39.5,4.25,0.45255474452554745,0.423728813559322,6.5,1,1,16,0,1210,1,1,0,0,0,0,0
209,1.0,39.33,5.875,0.7073170731707317,0.6304347826086957,10.0,1,1,14,1,0,1,1,0,0,0,0,0
210,1.0,24.33,6.625,0.23333333333333334,0.4221105527638191,5.5,1,0,0,1,0,1,0,1,0,1,0,1
211,1.0,60.08,14.5,0.1320754716981132,0.14035087719298245,18.0,1,1,15,1,1000,1,1,0,0,0,0,0
212,1.0,23.08,11.5,0.23728813559322035,0.4221105527638191,3.5,1,1,9,0,742,1,1,0,0,0,0,0
213,1.0,26.67,2.71,0.7073170731707317,0.4221105527638191,5.25,1,1,1,0,0,1,0,1,0,1,0,0
214,1.0,48.17,3.5,0.35185185185185186,0.4221105527638191,3.5,1,0,0,0,0,1,1,0,0,0,0,1
215,1.0,41.17,4.04,0.7073170731707317,0.6304347826086957,7.0,1,1,8,0,0,1,1,0,0,0,0,0
216,1.0,55.92,11.5,0.1320754716981132,0.14035087719298245,5.0,1,1,5,0,8851,1,1,0,0,0,0,0
217,1.0,53.92,9.625,0.56,0.4221105527638191,8.665,1,1,5,0,0,1,1,0,0,0,0,0
218,0.0,18.92,9.25,0.45255474452554745,0.4221105527638191,1.0,1,1,4,1,500,1,0,1,0,1,0,0
219,0.0,50.08,12.54,0.35185185185185186,0.4221105527638191,2.29,1,1,3,1,0,1,1,0,0,0,0,0
220,1.0,65.42,11.0,0.56,0.75,20.0,1,1,7,1,0,1,1,0,0,0,0,0
221,0.0,17.58,9.0,0.35185185185185186,0.4221105527638191,1.375,1,0,0,1,0,1,1,0,0,0,0,0
222,0.0,18.83,9.54,0.35185185185185186,0.4221105527638191,0.085,1,0,0,0,0,1,1,0,0,0,0,0
223,0.0,37.75,5.5,0.6538461538461539,0.4221105527638191,0.125,1,0,0,1,0,1,1,0,0,0,0,0
224,1.0,23.25,4.0,0.45255474452554745,0.423728813559322,0.25,1,0,0,1,0,1,1,0,0,0,0,0
225,1.0,18.08,5.5,0.27450980392156865,0.4221105527638191,0.5,1,0,0,0,0,1,1,0,0,0,0,0
226,0.0,22.5,8.46,0.8421052631578947,0.4221105527638191,2.46,0,0,0,0,0,1,0,1,0,1,0,0
227,1.0,19.67,0.375,0.6538461538461539,0.4221105527638191,2.0,1,1,2,1,0,1,1,0,0,0,0,0
228,1.0,22.08,11.0,0.7073170731707317,0.4221105527638191,0.665,1,0,0,0,0,1,1,0,0,0,0,0
229,1.0,25.17,3.5,0.7073170731707317,0.4221105527638191,0.625,1,1,7,0,7059,1,1,0,0,0,0,0
230,0.0,47.42,3.0,0.8421052631578947,0.4221105527638191,13.875,1,1,2,1,1704,1,1,0,0,0,0,0
