PriorDefault_t,YearsEmployed,CreditScore,Income,Approved
1,1.335,8,1584.0,1
0,0.04,1,322.15965166908563,1
1,0.125,0,322.15965166908563,1
1,5.25,0,322.15965166908563,1
1,0.0,0,1584.0,1
1,0.0,0,322.15965166908563,1
1,10.0,9,1000.0,1
1,8.5,9,322.15965166908563,1
1,1.0,5,1584.0,1
1,0.29,7,1584.0,1
1,3.125,8,1200.0,1
1,4.25,3,150.0,1
0,0.0,0,322.15965166908563,1
0,0.085,0,6.0,1
1,0.085,0,322.15965166908563,1
1,0.25,0,23.0,1
1,2.375,8,1584.0,1
1,2.5,3,918.0,1
0,1.0,1,768.0,1
1,2.0,11,1584.0,1
1,0.54,4,500.0,1
0,0.0,0,1.0,0
0,0.25,0,322.15965166908563,0
0,0.125,0,322.15965166908563,0
1,0.085,0,322.15965166908563,0
0,1.25,0,322.15965166908563,0
0,0.04,0,322.15965166908563,1
0,0.5,0,322.15965166908563,0
0,4.25,0,322.15965166908563,0
0,0.085,0,322.15965166908563,0
0,0.125,0,4.0,0
0,5.085,2,1.0,0
0,0.29,1,283.0,0
0,0.585,2,7.0,0
0,0.125,0,322.15965166908563,0
0,0.25,2,108.0,0
0,1.585,1,9.0,0
0,0.0,2,1.0,0
0,2.0,1,68.0,0
1,0.125,0,375.0,0
0,0.125,0,10.0,0
0,2.25,0,322.15965166908563,1
0,0.0,0,322.15965166908563,1
0,0.665,0,1.0,0
0,0.665,0,322.15965166908563,0
0,2.085,0,322.15965166908563,0
0,0.165,0,322.15965166908563,0
0,0.0,0,1000.0,0
0,0.5,0,322.15965166908563,0
0,1.665,0,5.0,0
0,0.25,0,809.0,0
0,0.125,1,108.0,0
0,0.0,0,322.15965166908563,0
0,0.0,0,322.15965166908563,0
0,0.25,1,4.0,0
0,0.96,2,587.0,0
0,0.5,0,322.15965166908563,0
0,0.79,0,350.0,0
0,0.25,0,322.15965166908563,0
0,1.5,0,322.15965166908563,0
0,2.5,0,200.0,0
0,3.5,0,141.0,0
0,3.5,0,322.15965166908563,0
0,3.0,0,322.15965166908563,0
0,0.29,0,2.0,0
0,0.165,0,501.0,0
0,0.165,0,351.0,0
0,0.25,0,322.15965166908563,0
0,3.5,0,322.15965166908563,0
0,0.0,6,200.0,0
0,1.0,0,2.0,0
0,0.125,1,160.0,0
0,0.335,0,322.15965166908563,0
1,0.5,0,68.0,0
0,0.415,1,11.0,0
0,0.0,0,322.15965166908563,0
0,2.29,1,21.0,0
0,0.25,0,390.0,0
0,1.0,0,18.0,0
0,0.25,1,154.0,0
0,0.085,0,322.15965166908563,0
0,0.165,0,322.15965166908563,0
0,0.875,0,322.15965166908563,0
0,1.5,0,322.15965166908563,0
0,0.04,0,322.15965166908563,0
0,0.04,0,322.15965166908563,0
0,0.25,0,322.15965166908563,0
0,1.75,1,5.0,0
0,0.085,0,322.15965166908563,0
0,1.5,0,1.0,0
0,5.5,0,150.0,0
0,0.5,0,2.0,0
0,0.5,0,117.0,0
0,2.0,0,17.0,0
0,0.21,0,246.0,0
0,0.665,0,237.0,0
0,0.085,12,3.0,0
0,0.04,1,1.0,0
0,0.0,0,50.0,0
0,0.0,0,322.15965166908563,0
0,0.29,0,364.0,0
0,3.0,0,537.0,0
0,0.335,0,2.0,0
0,0.585,0,3.0,0
0,3.5,0,322.15965166908563,0
0,1.25,0,322.15965166908563,0
0,2.0,2,394.0,0
0,2.0,1,1.0,0
0,0.04,0,750.0,0
0,8.29,0,322.15965166908563,0
